0,1,2,3,4,5,6,7,8,9,10,11,12
BCSE423P Robo,Robot Programming Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-4,AB3-410 BRS,BRS L11+,L11+L12 5167,51679 GANA,GANALA SANTOSHI
BCSE423P Robo,Robot Programming Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-3,AB3-311 BRS,BRS L15+,L15+L16 5303,53039 SUVID,SUVIDHA RUPESH KUMAR
BCSE425L Robo,Robotic Perception TH,TH 3,3 3,3 0,0 0,0 3,3 MAB3,MAB3-403 BRS,BRS B1+T,B1+TB1 5362,53623 SARA,SARANYARAJ D
BCSE425L Robo,Robotic Perception TH,TH 3,3 3,3 0,0 0,0 3,3 MAB3,MAB3-403 BRS,BRS B2+T,B2+TB2 5165,51651 MUTH,MUTHUKUMARAN K
BCSE425L Robo,Robotic Perception TH,TH 3,3 3,3 0,0 0,0 3,3 AB3-1,AB3-103 BRS,BRS B1+T,B1+TB1 5316,53161 PREM,PREM SANKAR
BCSE425P Robo,Robotic Perception Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-4,AB3-410 BRS,BRS L29+,L29+L30 5362,53623 SARA,SARANYARAJ D
BCSE425P Robo,Robotic Perception Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-4,AB3-410 BRS,BRS L21+,L21+L22 5165,51651 MUTH,MUTHUKUMARAN K
BCSE425P Robo,Robotic Perception Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-4,AB3-410 BRS,BRS L55+,L55+L56 5316,53161 PREM,PREM SANKAR
BCSE426L Robo,Robotic Process Automation TH,TH 2,2 2,2 0,0 0,0 2,2 MAB3,MAB3-303 BRS,BRS C1,C1 5387,53877 UMES,UMESH K
BCSE426L Robo,Robotic Process Automation TH,TH 2,2 2,2 0,0 0,0 2,2 MAB3,MAB3-302 BRS,BRS C2,C2 5035,50359 REKH,REKHA D
BCSE426P Robo,Robotic Process Automation Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-4,AB3-410 BRS,BRS L9+L1,L9+L10 5387,53877 UMES,UMESH K
BCSE426P Robo,Robotic Process Automation Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-3,AB3-311 BRS,BRS L13+,L13+L14 5035,50359 REKH,REKHA D
BCSE427L Cogn,Cognitive Robotics TH,TH 2,2 2,2 0,0 0,0 2,2 MAB3,MAB3-402 BAI,BAI D1,D1 5387,53877 UMES,UMESH K
BCSE427L Cogn,Cognitive Robotics TH,TH 2,2 2,2 0,0 0,0 2,2 MAB3,MAB3-401 BAI,BAI D2,D2 5387,53877 UMES,UMESH K
BCSE427L Cogn,Cognitive Robotics TH,TH 2,2 2,2 0,0 0,0 2,2 MAB3,MAB3-403 BRS,BRS D1,D1 5015,50159 HARI,HARINI S
BCSE427L Cogn,Cognitive Robotics TH,TH 2,2 2,2 0,0 0,0 2,2 MAB3,MAB3-403 BRS,BRS D2,D2 5165,51657 PAVIT,PAVITHRA L K
BCSE427L Cogn,Cognitive Robotics TH,TH 2,2 2,2 0,0 0,0 2,2 MAB3,MAB3-402 BRS,BRS D2,D2 5288,52883 PAVIT,PAVITHRA S
BCSE427P Cogn,Cognitive Robotics Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-4,AB3-410 BAI,BAI L37+,L37+L38 5387,53877 UMES,UMESH K
BCSE427P Cogn,Cognitive Robotics Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-3,AB3-311 BAI,BAI L21+,L21+L22 5387,53877 UMES,UMESH K
BCSE427P Cogn,Cognitive Robotics Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-3,AB3-311 BRS,BRS L23+,L23+L24 5015,50159 HARI,HARINI S
BCSE427P Cogn,Cognitive Robotics Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-3,AB3-311 BRS,BRS L27+,L27+L28 5165,51657 PAVIT,PAVITHRA L K
BCSE427P Cogn,Cognitive Robotics Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-3,AB3-311 BRS,BRS L9+L1,L9+L10 5288,52883 PAVIT,PAVITHRA S
BCSE428L Auton,Autonomous Drones TH,TH 2,2 2,2 0,0 0,0 2,2 MAB3,MAB3-201 BAI,BAI C1,C1 5165,51652 VENK,VENKATRAMAN S
BCSE428L Auton,Autonomous Drones TH,TH 2,2 2,2 0,0 0,0 2,2 MAB3,MAB3-202 BAI,BAI C1,C1 5227,52275 NOEL,NOEL JEYGAR ROBERT V
BCSE428L Auton,Autonomous Drones TH,TH 2,2 2,2 0,0 0,0 2,2 MAB3,MAB3-201 BAI,BAI C2,C2 5303,53039 SUVID,SUVIDHA RUPESH KUMAR
BCSE428L Auton,Autonomous Drones TH,TH 2,2 2,2 0,0 0,0 2,2 MAB3,MAB3-202 BAI,BAI C2,C2 5228,52285 SAND,SANDOSH
BCSE428L Auton,Autonomous Drones TH,TH 2,2 2,2 0,0 0,0 2,2 MAB3,MAB3-202 BPS,BPS F1,F1 5231,52310 MARI,MARIA ANU
BCSE428L Auton,Autonomous Drones TH,TH 2,2 2,2 0,0 0,0 2,2 MAB3,MAB3-301 BRS,BRS B2,B2 5132,51328 V. MU,V. MUTHUMANIKANDAN
BCSE428L Auton,Autonomous Drones TH,TH 2,2 2,2 0,0 0,0 2,2 AB3-1,AB3-104 BRS,BRS B1,B1 5225,52256 SATH,SATHIAN D
BCSE428L Auton,Autonomous Drones TH,TH 2,2 2,2 0,0 0,0 2,2 AB3-1,AB3-105 BRS,BRS B1,B1 5132,51325 PRAS,PRASAD M
BCSE428P Auton,Autonomous Drones Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-7,AB3-710 BAI,BAI L11+,L11+L12 5165,51652 VENK,VENKATRAMAN S
BCSE428P Auton,Autonomous Drones Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-7,AB3-710 BAI,BAI L37+,L37+L38 5227,52275 NOEL,NOEL JEYGAR ROBERT V
BCSE428P Auton,Autonomous Drones Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-7,AB3-710 BAI,BAI L33+,L33+L34 5165,51652 VENK,VENKATRAMAN S
BCSE428P Auton,Autonomous Drones Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-7,AB3-710 BAI,BAI L9+L1,L9+L10 5303,53039 SUVID,SUVIDHA RUPESH KUMAR
BCSE428P Auton,Autonomous Drones Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-7,AB3-710 BAI,BAI L25+,L25+L26 5303,53039 SUVID,SUVIDHA RUPESH KUMAR
BCSE428P Auton,Autonomous Drones Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-7,AB3-710 BAI,BAI L7+L8,L7+L8 5228,52285 SAND,SANDOSH
BCSE428P Auton,Autonomous Drones Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-7,AB3-710 BAI,BAI L3+L4,L3+L4 5228,52285 SAND,SANDOSH
BCSE428P Auton,Autonomous Drones Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-7,AB3-710 BPS,BPS L51+,L51+L52 5231,52310 MARI,MARIA ANU
BCSE428P Auton,Autonomous Drones Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-7,AB3-710 BPS,BPS L43+,L43+L44 5231,52310 MARI,MARIA ANU
BCSE428P Auton,Autonomous Drones Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-7,AB3-710 BRS,BRS L15+,L15+L16 5132,51328 V. MU,V. MUTHUMANIKANDAN
BCSE428P Auton,Autonomous Drones Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-7,AB3-710 BRS,BRS L19+,L19+L20 5132,51328 V. MU,V. MUTHUMANIKANDAN
BCSE428P Auton,Autonomous Drones Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-7,AB3-710 BRS,BRS L27+,L27+L28 5225,52256 SATH,SATHIAN D
BCSE428P Auton,Autonomous Drones Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-7,AB3-710 BRS,BRS L55+,L55+L56 5225,52256 SATH,SATHIAN D
BCSE428P Auton,Autonomous Drones Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-7,AB3-710 BRS,BRS L29+,L29+L30 5132,51325 PRAS,PRASAD M
BCSE428P Auton,Autonomous Drones Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-7,AB3-710 BRS,BRS L49+,L49+L50 5132,51325 PRAS,PRASAD M
BCSE429L Cybe,Cyber Physical Systems Design TH,TH 2,2 2,2 0,0 0,0 2,2 MAB3,MAB3-303 BPS,BPS D1,D1 5002,50024 PRAD,PRADEEP KUMAR T S
BCSE429P Cybe,Cyber Physical System Design Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-3,AB3-310 BPS,BPS L29+,L29+L30 5002,50024 PRAD,PRADEEP KUMAR T S
BCSE430L Distri,Distributed Real Time Systems TH,TH 2,2 2,2 0,0 0,0 2,2 MAB3,MAB3-201 BPS,BPS G1,G1 5175,51754 RADH,RADHA R
BCSE430P Distri,Distributed Real Time Systems Lab LO,LO 0,0 0,0 2,2 0,0 1,1 AB3-6,AB3-612 BPS,BPS L23+,L23+L24 5175,51754 RADH,RADHA R
BCSE432E Reinf,Reinforcement Learning ETH,ETH 3,3 3,3 0,0 0,0 3,3 MAB3,MAB3-201 BAI,BAI E1+T,E1+TE1 5031,50319 BHAR,BHARADWAJA KUMAR
BCSE432E Reinf,Reinforcement Learning ETH,ETH 3,3 3,3 0,0 0,0 3,3 MAB3,MAB3-202 BAI,BAI E1+T,E1+TE1 5339,53393 NATA,NATARAJAN B
BCSE432E Reinf,Reinforcement Learning ETH,ETH 3,3 3,3 0,0 0,0 3,3 MAB3,MAB3-203 BAI,BAI E1+T,E1+TE1 5315,53153 KISHO,KISHOR KISAN INGLE
BCSE432E Reinf,Reinforcement Learning ETH,ETH 3,3 3,3 0,0 0,0 3,3 MAB3,MAB3-201 BAI,BAI E2+T,E2+TE2 5031,50319 BHAR,BHARADWAJA KUMAR
BCSE432E Reinf,Reinforcement Learning ETH,ETH 3,3 3,3 0,0 0,0 3,3 MAB3,MAB3-202 BAI,BAI E2+T,E2+TE2 5315,53153 KISHO,KISHOR KISAN INGLE
BCSE432E Reinf,Reinforcement Learning ETH,ETH 3,3 3,3 0,0 0,0 3,3 MAB3,MAB3-203 BAI,BAI E2+T,E2+TE2 5339,53393 NATA,NATARAJAN B
BCSE432E Reinf,Reinforcement Learning ETH,ETH 3,3 3,3 0,0 0,0 3,3 MAB3,MAB3-301 BAI,BAI E1+T,E1+TE1 5233,52338 D JEY,D JEYA MALA
BCSE432E Reinf,Reinforcement Learning ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB3-3,AB3-302 BAI,BAI L31+,L31+L32 5339,53393 NATA,NATARAJAN B
BCSE432E Reinf,Reinforcement Learning ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB3-3,AB3-311 BAI,BAI L31+,L31+L32 5315,53153 KISHO,KISHOR KISAN INGLE
BCSE432E Reinf,Reinforcement Learning ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB1-5,AB1-506A BAI,BAI L13+,L13+L14 5031,50319 BHAR,BHARADWAJA KUMAR
BCSE432E Reinf,Reinforcement Learning ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB1-6,AB1-605B BAI,BAI L13+,L13+L14 5315,53153 KISHO,KISHOR KISAN INGLE
BCSE432E Reinf,Reinforcement Learning ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB1-2,AB1-210 BAI,BAI L15+,L15+L16 5339,53393 NATA,NATARAJAN B
BCSE432E Reinf,Reinforcement Learning ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB3-6,AB3-611 BAI,BAI L29+,L29+L30 5233,52338 D JEY,D JEYA MALA
BCSE432E Reinf,Reinforcement Learning ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB1-3,AB1-311 BAI,BAI L29+,L29+L30 5031,50319 BHAR,BHARADWAJA KUMAR
BCSE432E Reinf,Reinforcement Learning ETH,ETH 3,3 3,3 0,0 0,0 3,3 MAB3,MAB3-302 BPS,BPS E1+T,E1+TE1 5037,50370 RAJES,RAJESH KUMAR
BCSE432E Reinf,Reinforcement Learning ETH,ETH 3,3 3,3 0,0 0,0 3,3 MAB3,MAB3-301 BPS,BPS E2+T,E2+TE2 5233,52338 D JEY,D JEYA MALA
BCSE432E Reinf,Reinforcement Learning ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB3-3,AB3-310 BPS,BPS L55+,L55+L56 5037,50370 RAJES,RAJESH KUMAR
BCSE432E Reinf,Reinforcement Learning ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB3-3,AB3-310 BPS,BPS L15+,L15+L16 5233,52338 D JEY,D JEYA MALA
BCSE432E Reinf,Reinforcement Learning ETH,ETH 3,3 3,3 0,0 0,0 3,3 MAB3,MAB3-303 BRS,BRS D2+T,D2+TD2 5037,50370 RAJES,RAJESH KUMAR
BCSE432E Reinf,Reinforcement Learning ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB3-4,AB3-410 BRS,BRS L27+,L27+L28 5037,50370 RAJES,RAJESH KUMAR
BCSE432E Reinf,Reinforcement Learning ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-5,AB3-507 BRS,BRS D1+T,D1+TD1 5414,54149 SUJA,SUJATHA M
BCSE432E Reinf,Reinforcement Learning ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB2-2,AB2-204 BRS,BRS D1+T,D1+TD1 5363,53637 SARA,SARANYA G
BCSE432E Reinf,Reinforcement Learning ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB3 -,AB3 - 412 BRS,BRS L37+,L37+L38 5414,54149 SUJA,SUJATHA M
BCSE432E Reinf,Reinforcement Learning ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB3-3,AB3-302 BRS,BRS L11+,L11+L12 5363,53637 SARA,SARANYA G
BCSE497J Proje,Project - I PJT,PJT 0,0 0,0 0,0 0,0 3,3 NIL,NIL,NIL,NIL ACAD,ACAD ACAD,ACAD FACULTY
BCSE497J Proje,Project - I PJT,PJT 0,0 0,0 0,0 0,0 3,3 NIL,NIL,NIL,NIL PAT,PAT PAT,PAT
CSE1905 Techn,Technical Answers for Real World Problems (TARP) ETH,ETH 1,1 1,1 0,0 0,0 1,1 AB4-5,AB4-512 MIA,MIA TCC1,TCC1 5031,50318 NIVED,NIVEDITA M
CSE1905 Techn,Technical Answers for Real World Problems (TARP) EPJ,EPJ 0,0 0,0 0,0 4,4 1,1 NIL,NIL MIA,MIA NIL,NIL 5031,50318 NIVED,NIVEDITA M
CSE1905 Techn,Technical Answers for Real World Problems (TARP) ETH,ETH 1,1 1,1 0,0 0,0 1,1 AB4-5,AB4-516 MIA,MIA TCC1,TCC1 5167,51679 GANA,GANALA SANTOSHI
CSE1905 Techn,Technical Answers for Real World Problems (TARP) EPJ,EPJ 0,0 0,0 0,0 4,4 1,1 NIL,NIL MIA,MIA NIL,NIL 5167,51679 GANA,GANALA SANTOSHI
CSE1905 Techn,Technical Answers for Real World Problems (TARP) ETH,ETH 1,1 1,1 0,0 0,0 1,1 AB4-5,AB4-517 MIA,MIA TCC1,TCC1 5309,53093 ARAV,ARAVINDKUMAR S
CSE1905 Techn,Technical Answers for Real World Problems (TARP) EPJ,EPJ 0,0 0,0 0,0 4,4 1,1 NIL,NIL MIA,MIA NIL,NIL 5309,53093 ARAV,ARAVINDKUMAR S
CSE1905 Techn,Technical Answers for Real World Problems (TARP) ETH,ETH 1,1 1,1 0,0 0,0 1,1 AB4-5,AB4-518 MIA,MIA TCC1,TCC1 5030,50307 PRIYA,PRIYAADHARSHINI M
CSE1905 Techn,Technical Answers for Real World Problems (TARP) EPJ,EPJ 0,0 0,0 0,0 4,4 1,1 NIL,NIL MIA,MIA NIL,NIL 5030,50307 PRIYA,PRIYAADHARSHINI M
CSE1905 Techn,Technical Answers for Real World Problems (TARP) ETH,ETH 1,1 1,1 0,0 0,0 1,1 AB4-5,AB4-513 MIA,MIA TCC1,TCC1 5041,50417 PRAS,PRASSANNA J
CSE1905 Techn,Technical Answers for Real World Problems (TARP) EPJ,EPJ 0,0 0,0 0,0 4,4 1,1 NIL,NIL MIA,MIA NIL,NIL 5041,50417 PRAS,PRASSANNA J
CSE1906 Mini P,Mini Project PJT,PJT 0,0 0,0 0,0 0,0 4,4 NIL,NIL,NIL,NIL ACAD,ACAD ACAD,ACAD FACULTY
CSE1906 Mini P,Mini Project PJT,PJT 0,0 0,0 0,0 0,0 4,4 NIL,NIL,NIL,NIL PAT,PAT PAT,PAT
CSE3068 Sequ,Sequential and Spatial data mining TH,TH 3,3 3,3 0,0 0,0 4,4 MAB3,MAB3-103 MIA,MIA D2+T,D2+TD2+TD5D3263,D5D32637 SARA,SARANYA G
CSE3068 Sequ,Sequential and Spatial data mining TH,TH 3,3 3,3 0,0 0,0 4,4 AB4-5,AB4-518 MIA,MIA D1+T,D1+TD1+TD5D3114,D5D31145 VIGN,VIGNESH U
CSE3069 Real-,Real-Time Analytics ETH,ETH 3,3 3,3 0,0 0,0 3,3 MAB3,MAB3-103 MIA,MIA D1+T,D1+TD1 5312,53128 SIVAK,SIVAKAMI R
CSE3069 Real-,Real-Time Analytics EPJ,EPJ 0,0 0,0 0,0 4,4 1,1 NIL,NIL MIA,MIA NIL,NIL 5312,53128 SIVAK,SIVAKAMI R
CSE3086 NoSQ,NoSQL Databases ETH,ETH 2,2 2,2 0,0 0,0 2,2 MAB3,MAB3-103 MIA,MIA A1,A1 5369,53695 GAYA,GAYATHRI DEVI S
CSE3086 NoSQ,NoSQL Databases ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB1-5,AB1-506A MIA,MIA L11+,L11+L12 5369,53695 GAYA,GAYATHRI DEVI S
CSE3086 NoSQ,NoSQL Databases EPJ,EPJ 0,0 0,0 0,0 4,4 1,1 NIL,NIL MIA,MIA NIL,NIL 5369,53695 GAYA,GAYATHRI DEVI S
CSE3086 NoSQ,NoSQL Databases ETH,ETH 2,2 2,2 0,0 0,0 2,2 MAB3,MAB3-103 MIA,MIA A2,A2 5219,52194 ABISH,ABISHI CHOWDHURY
CSE3086 NoSQ,NoSQL Databases ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB1-3,AB1-307 MIA,MIA L3+L4,L3+L4 5219,52194 ABISH,ABISHI CHOWDHURY
CSE3086 NoSQ,NoSQL Databases EPJ,EPJ 0,0 0,0 0,0 4,4 1,1 NIL,NIL MIA,MIA NIL,NIL 5219,52194 ABISH,ABISHI CHOWDHURY
CSE3090 Data,Data Privacy TH,TH 3,3 3,3 0,0 0,0 3,3 AB4-5,AB4-517 MIA,MIA B1+T,B1+TB1 5362,53626 JAI VI,JAI VINITA L
CSE3505 Foun,Foundations of Data Analytics ETH,ETH 2,2 2,2 0,0 0,0 2,2 MAB3,MAB3-103 MIA,MIA G2,G2 5057,50577 RENT,RENTA CHINTALA BHARGAVI
CSE3505 Foun,Foundations of Data Analytics ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB1-2,AB1-210 MIA,MIA L21+,L21+L22 5057,50577 RENT,RENTA CHINTALA BHARGAVI
CSE3505 Foun,Foundations of Data Analytics EPJ,EPJ 0,0 0,0 0,0 4,4 1,1 NIL,NIL MIA,MIA NIL,NIL 5057,50577 RENT,RENTA CHINTALA BHARGAVI
CSE3505 Foun,Foundations of Data Analytics ETH,ETH 2,2 2,2 0,0 0,0 2,2 MAB3,MAB3-103 MIA,MIA G1,G1 5223,52232 ABIN,ABINAYA S
CSE3505 Foun,Foundations of Data Analytics ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB1-3,AB1-307 MIA,MIA L5+L6,L5+L6 5223,52232 ABIN,ABINAYA S
CSE3505 Foun,Foundations of Data Analytics EPJ,EPJ 0,0 0,0 0,0 4,4 1,1 NIL,NIL MIA,MIA NIL,NIL 5223,52232 ABIN,ABINAYA S
CSE4068 Healt,Healthcare Analytics ETH,ETH 3,3 3,3 0,0 0,0 3,3 MAB3,MAB3-103 MIA,MIA C1+T,C1+TC1 5301,53011 DEEP,DEEPIKA ROSELIND J
CSE4068 Healt,Healthcare Analytics EPJ,EPJ 0,0 0,0 0,0 4,4 1,1 NIL,NIL MIA,MIA NIL,NIL 5301,53011 DEEP,DEEPIKA ROSELIND J
CSE4074 Foren,Forensics analytics ETH,ETH 3,3 3,3 0,0 0,0 3,3 MAB3,MAB3-103 MIA,MIA C2+T,C2+TC2 5366,53661 JOHA,JOHANAN JOYSINGH S
CSE4074 Foren,Forensics analytics EPJ,EPJ 0,0 0,0 0,0 4,4 1,1 NIL,NIL MIA,MIA NIL,NIL 5366,53661 JOHA,JOHANAN JOYSINGH S
CSE4074 Foren,Forensics analytics ETH,ETH 3,3 3,3 0,0 0,0 3,3 MAB3,MAB3-401 MIA,MIA C1+T,C1+TC1 5366,53661 JOHA,JOHANAN JOYSINGH S
CSE4074 Foren,Forensics analytics EPJ,EPJ 0,0 0,0 0,0 4,4 1,1 NIL,NIL MIA,MIA NIL,NIL 5366,53661 JOHA,JOHANAN JOYSINGH S
CSE4076 Image,Image and Video Analytics ETH,ETH 2,2 2,2 0,0 0,0 2,2 MAB3,MAB3-101 MIA,MIA G1,G1 5059,50590 ASNA,ASNATH VICTY PHAMILA Y
CSE4076 Image,Image and Video Analytics ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB1-2,AB1-209 MIA,MIA L5+L6,L5+L6 5059,50590 ASNA,ASNATH VICTY PHAMILA Y
CSE4076 Image,Image and Video Analytics EPJ,EPJ 0,0 0,0 0,0 4,4 1,1 NIL,NIL MIA,MIA NIL,NIL 5059,50590 ASNA,ASNATH VICTY PHAMILA Y
CSE4077 Reco,Recommender Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 MAB3,MAB3-301 MIA,MIA A1+T,A1+TA1 5414,54147 S VIG,S VIGNESHWARI
CSE4077 Reco,Recommender Systems EPJ,EPJ 0,0 0,0 0,0 4,4 1,1 NIL,NIL MIA,MIA NIL,NIL 5414,54147 S VIG,S VIGNESHWARI
CSE4078 Block,Blockchain Technologies TH,TH 3,3 3,3 0,0 0,0 3,3 MAB3,MAB3-103 MIA,MIA B1+T,B1+TB1 5092,50926 JAYAN,JAYANTHI R
CSE4078 Block,Blockchain Technologies TH,TH 3,3 3,3 0,0 0,0 3,3 MAB3,MAB3-103 MIA,MIA B2+T,B2+TB2 5279,52799 BENIL,BENIL T
IACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB1-5,AB1-506A MIS,MIS L43+,L43+L44+L5552+2L65,5552+2L6516 BHAV,BHAVADHARINI R M
IACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB1-5,AB1-506A MIS,MIS L9+L1,L9+L10+L275+2L2268,75+2L22681 BHAV,BHAVADHARINI R M
IACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB1-2,AB1-208 MID,MID L31+,L31+L32+L4533+6L14,4533+6L1454 BALR,BALRAJ E
IACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB1-2,AB1-208 MID,MID L3+L4,L3+L4+L15+5L21268,+5L212680 UMA,UMA MAHESWARI
IACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB1-5,AB1-506A MID,MID L29+,L29+L30+L3532+2L83,3532+2L8304 UMA,UMA MAHESWARI
IACSI201 Desig,Design and Analysis of Algorithms ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB4-5,AB4-504 MID,MID D1+T,D1+TD1 5338,53388 KAVIP,KAVIPRIYA G
IACSI201 Desig,Design and Analysis of Algorithms ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB1-2,AB1-208 MID,MID L49+,L49+L50 5338,53388 KAVIP,KAVIPRIYA G
IACSI201 Desig,Design and Analysis of Algorithms ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB4-5,AB4-505 MID,MID D1+T,D1+TD1 5360,53609 SIVAR,SIVARAMAKRISHNAN N
IACSI201 Desig,Design and Analysis of Algorithms ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB1-2,AB1-208 MID,MID L37+,L37+L38 5360,53609 SIVAR,SIVARAMAKRISHNAN N
IACSI201 Desig,Design and Analysis of Algorithms ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB4-5,AB4-504 MID,MID D2+T,D2+TD2 5360,53609 SIVAR,SIVARAMAKRISHNAN N
IACSI201 Desig,Design and Analysis of Algorithms ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB1-3,AB1-313 MID,MID L9+L1,L9+L10 5360,53609 SIVAR,SIVARAMAKRISHNAN N
IACSI203 Comp,Computer Organization and Architecture TH,TH 3,3 3,3 0,0 0,0 4,4 AB4-5,AB4-504 MID,MID A1+T,A1+TA1+TAA51013,AA510138 VERG,VERGIN RAJA SAROBIN M
IACSI203 Comp,Computer Organization and Architecture TH,TH 3,3 3,3 0,0 0,0 4,4 AB4-5,AB4-505 MID,MID A1+T,A1+TA1+TAA51023,AA510239 KHAD,KHADAR NAWAS K
IACSI203 Comp,Computer Organization and Architecture TH,TH 3,3 3,3 0,0 0,0 4,4 AB4-5,AB4-504 MID,MID A2+T,A2+TA2+TAA52013,AA520138 VERG,VERGIN RAJA SAROBIN M
IACSI204 Datab,Database Systems Design ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB4-5,AB4-504 MID,MID E1+T,E1+TE1 5225,52250 TRILO,TRILOK NATH PANDEY
IACSI204 Datab,Database Systems Design ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB1-2,AB1-209 MID,MID L49+,L49+L50 5225,52250 TRILO,TRILOK NATH PANDEY
IACSI204 Datab,Database Systems Design ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB4-5,AB4-505 MID,MID E1+T,E1+TE1 5231,52310 MARI,MARIA ANU
IACSI204 Datab,Database Systems Design ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB1-2,AB1-209 MID,MID L37+,L37+L38 5231,52310 MARI,MARIA ANU
IACSI204 Datab,Database Systems Design ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB4-5,AB4-504 MID,MID E2+T,E2+TE2 5017,50178 APPA,APPALARAJU MURALIDHAR
IACSI204 Datab,Database Systems Design ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB1-5,AB1-506A MID,MID L21+,L21+L22 5017,50178 APPA,APPALARAJU MURALIDHAR
IASWE201 Requ,Requirements Engineering and Management TH,TH 3,3 3,3 0,0 0,0 4,4 AB4-5,AB4-502 MIS,MIS A1+T,A1+TA1+TAA51227,AA512279 RAMA,RAMA PRABHA
IASWE201 Requ,Requirements Engineering and Management TH,TH 3,3 3,3 0,0 0,0 4,4 AB4-5,AB4-502 MIS,MIS A2+T,A2+TA2+TAA52227,AA522279 RAMA,RAMA PRABHA
IASWE201 Requ,Requirements Engineering and Management TH,TH 3,3 3,3 0,0 0,0 4,4 AB4-5,AB4-503 MIS,MIS A1+T,A1+TA1+TAA51024,AA510249 PRAK,PRAKASH B
IASWE203 Comp,Computer Architecture and Organization TH,TH 3,3 3,3 0,0 0,0 4,4 AB4-5,AB4-502 MIS,MIS D1+T,D1+TD1+TD5D2129,D5D21295 JOSH,JOSHAN
IASWE203 Comp,Computer Architecture and Organization TH,TH 3,3 3,3 0,0 0,0 4,4 AB4-5,AB4-502 MIS,MIS D2+T,D2+TD2+TD5D3234,D5D32343 LEKS,LEKSHMI K
