0,1,2,3,4,5,6,7,8,9,10,11,12
BCLE305L Trans,Transportation Engineering TH,TH 2,2 2,2 0,0 0,0 3,3 AB1-7,AB1-708,B1+T,B1+TB1 5391,53915 VENK,VENKADAVARAHAN
BCLE307L Cons,Construction Practices and Management TH,TH 3,3 3,3 0,0 0,0 3,3 AB1-7,AB1-708,F1+TF,F1+TF1 5078,50784 KART,KARTHIYAINI S
BCLE317E Build,Building Information Modeling ETH,ETH 1,1 1,1 0,0 0,0 1,1 AB1-7,AB1-708,TC1,TC1 5034,50349 SENT,SENTHILPANDIAN M
BCLE317E Build,Building Information Modeling ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB1-5,AB1-514,L37+,L37+L38 5034,50349 SENT,SENTHILPANDIAN M
BCLE497J Proje,Project - I PJT,PJT 0,0 0,0 0,0 0,0 3,3 NIL,NIL,NIL,NIL ACAD,ACAD ACAD,ACAD FACULTY
BCLE497J Proje,Project - I PJT,PJT 0,0 0,0 0,0 0,0 3,3 NIL,NIL,NIL,NIL PAT,PAT PAT,PAT
ICLE498J Proje,Project I PJT,PJT 0,0 0,0 0,0 0,0 14,14 NIL,NIL,NIL,NIL ACAD,ACAD ACAD,ACAD FACULTY
ICLE498J Proje,Project I PJT,PJT 0,0 0,0 0,0 0,0 14,14 NIL,NIL,NIL,NIL PAT,PAT PAT,PAT
MASTE698 Intern,Internship I/ Dissertation I PJT,PJT 0,0 0,0 0,0 0,0 10,10 NIL,NIL,NIL,NIL ACAD,ACAD ACAD,ACAD FACULTY
MASTE698 Intern,Internship I/ Dissertation I PJT,PJT 0,0 0,0 0,0 0,0 10,10 NIL,NIL,NIL,NIL PAT,PAT PAT,PAT
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB1-6,AB1-607 SELE,SELECT L1+L2,L1+L2+L19+5L02304,+5L023045 ANGE,ANGELINE EZHILARASI G
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB1-5,AB1-506A BCE,BCE L31+,L31+L32+L4590+4L05,4590+4L0580 ANUS,ANUSOOYA G
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-5,AB3-511 BCE,BCE L9+L1,L9+L10+L275+0L4208,75+0L42088 ANUS,ANUSOOYA G
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-5,AB3-511 BCE,BCE L51+,L51+L52+L5550+6L15,5550+6L1566 JANA,JANAKI MEENA M
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-5,AB3-511 BCE,BCE L1+L2,L1+L2+L19+5L12704,+5L127048 PRAD,PRADEEP K
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-2,AB3-202 BCE,BCE L31+,L31+L32+L4591+7L55,4591+7L5540 RADH,RADHA R
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-6,AB3-602 BCE,BCE L51+,L51+L52+L5552+2L05,5552+2L0586 INDR,INDRA PRIYADHARSHINI
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB1-2,AB1-208 BCE,BCE L1+L2,L1+L2+L9+L512020,L5120208 INDR,INDRA PRIYADHARSHINI
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3 -,AB3 - 412 BCE,BCE L31+,L31+L32+L4592+2L95,4592+2L9550 JOSH,JOSHAN
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-5,AB3-511 BCE,BCE L31+,L31+L32+L4592+3L25,4592+3L2550 MANS,MANSOOR HUSSAIN D
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB1-3,AB1-313 BCE,BCE L1+L2,L1+L2+L27+5L22382,+5L223825 MANS,MANSOOR HUSSAIN D
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-6,AB3-612 BCE,BCE L31+,L31+L32+L4592+3L45,4592+3L4530 DINA,DINAKARAN M
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3 -,AB3 - 402 BCE,BCE L9+L1,L9+L10+L195+2L6210,95+2L62100 DOM,DOMINIC SAVIO M
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3 -,AB3 - 402 BCE,BCE L31+,L31+L32+L4593+0L25,4593+0L2550 PALA,PALANI THANARAJ K
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB1-2,AB1-209 BCE,BCE L1+L2,L1+L2+L9+L513002,L5130025 PALA,PALANI THANARAJ K
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB1-2,AB1-210 BCE,BCE L1+L2,L1+L2+L9+L513007,L5130073 SENT,SENTHIL PRAKASH P N
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-6,AB3-612 BCE,BCE L1+L2,L1+L2+L19+5L32008,+5L320080 KANN,KANNIGA DEVI R
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-6,AB3-602 BCE,BCE L1+L2,L1+L2+L27+5L32181,+5L321812 KART,KARTHIKEYAN N
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-6,AB3-611 BCE,BCE L31+,L31+L32+L4593+1L25,4593+1L2560 KABIL,KABILAN K
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-6,AB3-611 BCE,BCE L1+L2,L1+L2+L27+5L32185,+5L321857 SARA,SARAVANAN P
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3 -,AB3 - 412 BCE,BCE L9+L1,L9+L10+L195+3L1250,95+3L12507 SARA,SARAVANAN P
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-4,AB3-410 BCE,BCE L45+,L45+L46+L5513+1L65,5513+1L6562 MARI,MARIMUTHU M
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-6,AB3-612 BCE,BCE L51+,L51+L52+L5553+3L45,5553+3L4536 LEKS,LEKSHMI K
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-3,AB3-310 BCE,BCE L1+L2,L1+L2+L9+L513034,L5130343 LEKS,LEKSHMI K
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB1-6,AB1-605B BCE,BCE L1+L2,L1+L2+L9+L513062,L5130626 JAI VI,JAI VINITA L
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-6,AB3-611 BCE,BCE L51+,L51+L52+L5554+5L15,5554+5L1576 SRIN,SRINIVASAN B
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-6,"AB3-612 BAI, B","BAI, BPS, BRLS3,7 B+D","RLS3,7 B+DLS3,8 B+YLB4530+3L94",B4530+3L9464 PRAD,PRADEEP K V
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-3,"AB3-302 BAI, B","BAI, BPS, BRLS7,+ BLD8","RLS7,+ BLD8S+,L B1Y5B+5L01661",B+5L016616 JANA,JANAKI MEENA M
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3 -,"AB3 - 412 BAI, B","BAI, BPS, BRLS1,3 B+D","RLS1,3 B+DLS1,4 B+YLB2551+7L42",B2551+7L4236 VIJAY,VIJAYAKUMAR K P
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-5,"AB3-511 BAI, B","BAI, BPS, BRLS5,+ BLD6","RLS5,+ BLD6S+,L B3Y7B+5L13784",B+5L137843 VIJAY,VIJAYAKUMAR K P
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-5,"AB3-511 BAI, B","BAI, BPS, BRLS1,3 B+D","RLS1,3 B+DLS1,4 B+YLB2551+7L52",B2551+7L5246 RADH,RADHA R
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-6,"AB3-612 BAI, B","BAI, BPS, BRLS1,3 B+D","RLS1,3 B+DLS1,4 B+YLB2572+2L22",B2572+2L2278 SHER,SHERLY A
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-2,"AB3-202 BAI, B","BAI, BPS, BRLS3,9 B+D","RLS3,9 B+DLS4,0 B+YLB5552+2L25",B5552+2L2576 SHER,SHERLY A
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-6,"AB3-611 BAI, B","BAI, BPS, BRLS1,3 B+D","RLS1,3 B+DLS1,4 B+YLB2552+2L92",B2552+2L9256 JOSH,JOSHAN
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-2,"AB3-202 BAI, B","BAI, BPS, BRLS4,5 B+D","RLS4,5 B+DLS4,6 B+YLB5572+3L45",B5572+3L4538 DINA,DINAKARAN M
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-6,"AB3-611 BAI, B","BAI, BPS, BRLS3,9 B+D","RLS3,9 B+DLS4,0 B+YLB5572+6L15",B5572+6L1508 DOM,DOMINIC SAVIO M
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3 -,"AB3 - 412 BAI, B","BAI, BPS, BRLS4,5 B+D","RLS4,5 B+DLS4,6 B+YLB5572+8L55",B5572+8L5518 S JAH,S JAHANGEER SIDIQ
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-5,"AB3-511 BAI, B","BAI, BPS, BRLS7,+ BLD8","RLS7,+ BLD8S+,L B1Y5B+5L21865",B+5L218651 S JAH,S JAHANGEER SIDIQ
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-6,"AB3-611 BAI, B","BAI, BPS, BRLS5,+ BLD6","RLS5,+ BLD6S+,L B3Y7B+5L33087",B+5L330873 SENT,SENTHIL PRAKASH P N
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-3,"AB3-311 BAI, B","BAI, BPS, BRLS3,7 B+D","RLS3,7 B+DLS3,8 B+YLB4533+0L84",B4533+0L8404 KANN,KANNIGA DEVI R
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3 -,"AB3 - 412 BAI, B","BAI, BPS, BRLS3,9 B+D","RLS3,9 B+DLS4,0 B+YLB5553+1L15",B5553+1L1526 KART,KARTHIKEYAN N
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-3,"AB3-302 BAI, B","BAI, BPS, BRLS4,5 B+D","RLS4,5 B+DLS4,6 B+YLB5573+1L25",B5573+1L2568 KABIL,KABILAN K
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-4,"AB3-410 BAI, B","BAI, BPS, BRLS7,+ BLD8","RLS7,+ BLD8S+,L B1Y3B+5L31142",B+5L311428 SIVAK,SIVAKAMI R
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-6,"AB3-612 BAI, B","BAI, BPS, BRLS5,+ BLD6","RLS5,+ BLD6S+,L B2Y1B+5L32122",B+5L321228 SIVAK,SIVAKAMI R
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-3,"AB3-302 BAI, B","BAI, BPS, BRLS3,9 B+D","RLS3,9 B+DLS4,0 B+YLB5553+1L35",B5553+1L3576 DHAV,DHAVAKUMAR P
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-4,"AB3-410 BAI, B","BAI, BPS, BRLS5,+ BLD6","RLS5,+ BLD6S+,L B1Y9B+5L32103",B+5L321037 DHAV,DHAVAKUMAR P
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3 -,"AB3 - 402 BAI, B","BAI, BPS, BRLS3,9 B+D","RLS3,9 B+DLS4,0 B+YLB5553+1L65",B5553+1L6566 MARI,MARIMUTHU M
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3 -,"AB3 - 402 BAI, B","BAI, BPS, BRLS4,5 B+D","RLS4,5 B+DLS4,6 B+YLB5573+6L25",B5573+6L2568 JAI VI,JAI VINITA L
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB3-6,"AB3-602 BAI, B","BAI, BPS, BRLS5,+ BLD6","RLS5,+ BLD6S+,L B1Y3B+5L41541",B+5L415417 SRIN,SRINIVASAN B
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB1-6,AB1-607B SENS,SENSE L31+,L31+L32+L3572+2L83,3572+2L8328 SHEE,SHEENA CHRISTABEL PRAVIN
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB1-6,AB1-607B SENS,SENSE L3+L4,L3+L4+L15+5L21268,+5L212682 SHEE,SHEENA CHRISTABEL PRAVIN
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB1-6,AB1-607B SENS,SENSE L39+,L39+L40+L5572+2L05,5572+2L0578 KIRUT,KIRUTHIKA
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB1-6,AB1-607B SENS,SENSE L5+L6,L5+L6+L43+5L24240,+5L242407 KIRUT,KIRUTHIKA
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB1-6,AB1-607B SENS,SENSE L13+,L13+L14+L2572+2L02,2572+2L0278 KIRUT,KIRUTHIKA
BACSE102 Probl,Problem Solving Using Java LO,LO 0,0 0,0 4,4 0,0 2,2 AB1-6,AB1-603A SELE,SELECT L11+,L11+L12+L2530+3L82,2530+3L8214 CHEN,CHENDUR KUMARAN R
BACSE103 Comp,Computation Structures ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-2,AB3-207 SCOP,SCOPE G1+T,G1+TG1 5004,50049 NITH,NITHYA DARISINI P S
BACSE103 Comp,Computation Structures ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB1-2,AB1-207 SCOP,SCOPE L43+,L43+L44 5004,50049 NITH,NITHYA DARISINI P S
BACSE105 Data,Data Structures and Algorithms ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB1-6,AB1-603A,L31+,L31+L32 5034,50345 ANGE,ANGELINE EZHILARASI G
BACSE105 Data,Data Structures and Algorithms ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB2-4,AB2-406,C1+T,C1+TC1 5034,50345 ANGE,ANGELINE EZHILARASI G
BACSE105 Data,Data Structures and Algorithms ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB2-4,AB2-406,C2+T,C2+TC2 5038,50381 CHEN,CHENDUR KUMARAN R
BACSE105 Data,Data Structures and Algorithms ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB1-6,AB1-607,L25+,L25+L26 5038,50381 CHEN,CHENDUR KUMARAN R
BACSE105 Data,Data Structures and Algorithms ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB1-6,AB1-609 SENS,SENSE F1+TF,F1+TF1 5226,52262 MERC,MERCY RAJASELVI BEAULAH P
BACSE105 Data,Data Structures and Algorithms ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB1-6,AB1-608 SENS,SENSE F1+TF,F1+TF1 5339,53398 SANT,SANTHI V
BACSE105 Data,Data Structures and Algorithms ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB1-6,AB1-610 SENS,SENSE F1+TF,F1+TF1 5219,52192 VALA,VALARMATHI SUDHAKAR
BACSE105 Data,Data Structures and Algorithms ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB1-6,AB1-607B SENS,SENSE L51+,L51+L52 5339,53398 SANT,SANTHI V
BACSE105 Data,Data Structures and Algorithms ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB1-6,AB1-607B SENS,SENSE L49+,L49+L50 5219,52192 VALA,VALARMATHI SUDHAKAR
BACSE105 Data,Data Structures and Algorithms ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB1-6,AB1-608 SENS,SENSE F2+TF,F2+TF2 5339,53398 SANT,SANTHI V
BACSE105 Data,Data Structures and Algorithms ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB1-6,AB1-609 SENS,SENSE F2+TF,F2+TF2 5316,53160 POON,POONKODI
BACSE105 Data,Data Structures and Algorithms ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB1-6,AB1-607B SENS,SENSE L9+L1,L9+L10 5339,53398 SANT,SANTHI V
BACSE105 Data,Data Structures and Algorithms ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB1-6,AB1-607B SENS,SENSE L11+,L11+L12 5226,52262 MERC,MERCY RAJASELVI BEAULAH P
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-2,AB3-204 BCE,BCE E1+T,E1+TE1 5000,50007 SIVAG,SIVAGAMI M
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-1,AB3-107 BCE,BCE E2+T,E2+TE2 5000,50007 SIVAG,SIVAGAMI M
BACSE106 Oper,Operating Systems ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB3-2,AB3-202 BCE,BCE L43+,L43+L44 5000,50007 SIVAG,SIVAGAMI M
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-1,AB3-103 BCE,BCE E1+T,E1+TE1 5017,50177 THOM,THOMAS ABRAHAM J V
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-1,AB3-104 BCE,BCE E1+T,E1+TE1 5039,50391 RABIN,RABINDRA KUMAR SINGH
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-2,AB3-204 BCE,BCE E2+T,E2+TE2 5039,50391 RABIN,RABINDRA KUMAR SINGH
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-1,AB3-106 BCE,BCE E1+T,E1+TE1 5043,50432 SHOL,SHOLA USHA RANI
BACSE106 Oper,Operating Systems ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB3-2,AB3-202 BCE,BCE L33+,L33+L34 5043,50432 SHOL,SHOLA USHA RANI
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-2,AB3-203 BCE,BCE E1+T,E1+TE1 5087,50879 RAJAL,RAJALAKSHMI R
BACSE106 Oper,Operating Systems ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB3 -,AB3 - 402 BCE,BCE L43+,L43+L44 5087,50879 RAJAL,RAJALAKSHMI R
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-1,AB3-107 BCE,BCE E1+T,E1+TE1 5132,51328 V. MU,V. MUTHUMANIKANDAN
BACSE106 Oper,Operating Systems ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB3 -,AB3 - 412 BCE,BCE L43+,L43+L44 5132,51328 V. MU,V. MUTHUMANIKANDAN
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-1,AB3-108 BCE,BCE E2+T,E2+TE2 5133,51339 SK AY,SK AYESHA
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-1,AB3-108 BCE,BCE E1+T,E1+TE1 5165,51656 MENA,MENAKA PUSHPA A
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-2,AB3-205 BCE,BCE E2+T,E2+TE2 5167,51673 SAND,SANDEEP KUMAR SATAPATHY
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-1,AB3-106 BCE,BCE E2+T,E2+TE2 5194,51948 SUDH,SUDHA
BACSE106 Oper,Operating Systems ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB1-3,AB1-311 BCE,BCE L13+,L13+L14 5194,51948 SUDH,SUDHA
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-1,AB3-103 BCE,BCE E2+T,E2+TE2 5226,52262 MERC,MERCY RAJASELVI BEAULAH P
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-2,AB3-205 BCE,BCE E1+T,E1+TE1 5227,52273 S A A,S A AMUTHA JEEVAKUMARI
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-1,AB3-105 BCE,BCE E2+T,E2+TE2 5227,52273 S A A,S A AMUTHA JEEVAKUMARI
BACSE106 Oper,Operating Systems ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB3 -,AB3 - 402 BCE,BCE L13+,L13+L14 5227,52273 S A A,S A AMUTHA JEEVAKUMARI
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-2,AB3-206 BCE,BCE E1+T,E1+TE1 5228,52283 MON,MONICA
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-1,AB3-104 BCE,BCE E2+T,E2+TE2 5309,53091 RAJAK,RAJAKUMAR R
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-1,AB3-105 BCE,BCE E1+T,E1+TE1 5418,54183 SANK,SANKARI M
BACSE106 Oper,Operating Systems ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB3 -,AB3 - 412 BCE,BCE L33+,L33+L34 5418,54183 SANK,SANKARI M
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-1,AB3-109 BCE,BCE E1+T,E1+TE1 5478,54789 RAVIC,RAVICHANDRAN M
BACSE106 Oper,Operating Systems ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB3-5,AB3-511 BCE,BCE L33+,L33+L34 5478,54789 RAVIC,RAVICHANDRAN M
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-3,"AB3-307 BAI, B","BAI, BPS, BRCS1, +BTD","RCS1, +BTDCS1, BYB5091",B50916 RENU,RENUKA DEVI S
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-3,"AB3-308 BAI, B","BAI, BPS, BRCS1, +BTD","RCS1, +BTDCS1, BYB5234",B52346 MARY,MARY SHAMALA L
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-3,"AB3-309 BAI, B","BAI, BPS, BRCS1, +BTD","RCS1, +BTDCS1, BYB5236",B52361 T RAJ,T RAJA SREE
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-2,"AB3-208 BAI, B","BAI, BPS, BRCS1, +BTD","RCS1, +BTDCS1, BYB5282",B52825 VATC,VATCHALA S
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-2,"AB3-209 BAI, B","BAI, BPS, BRCS1, +BTD","RCS1, +BTDCS1, BYB5285",B52858 SUGA,SUGANYA R
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-2,"AB3-211 BAI, B","BAI, BPS, BRCS1, +BTD","RCS1, +BTDCS1, BYB5287",B52879 RAJES,RAJESH R
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-3,"AB3-306 BAI, B","BAI, BPS, BRCS2, +BTD","RCS2, +BTDCS2, BYB5287",B52879 RAJES,RAJESH R
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-3,"AB3-303 BAI, B","BAI, BPS, BRCS1, +BTD","RCS1, +BTDCS1, BYB5306",B53060 ANUB,ANUBHA PEARLINE S
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-3,"AB3-304 BAI, B","BAI, BPS, BRCS1, +BTD","RCS1, +BTDCS1, BYB5310",B53101 AVUT,AVUTHU AVINASH REDDY
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-3,"AB3-307 BAI, B","BAI, BPS, BRCS2, +BTD","RCS2, +BTDCS2, BYB5310",B53101 AVUT,AVUTHU AVINASH REDDY
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-3,"AB3-305 BAI, B","BAI, BPS, BRCS1, +BTD","RCS1, +BTDCS1, BYB5310",B53103 PADM,PADMANABAN R
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-3,"AB3-305 BAI, B","BAI, BPS, BRCS2, +BTD","RCS2, +BTDCS2, BYB5310",B53103 PADM,PADMANABAN R
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-4,"AB3-404 BAI, B","BAI, BPS, BRCS1, +BTD","RCS1, +BTDCS1, BYB5338",B53382 SREE,SREEJA P S
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-3,"AB3-306 BAI, B","BAI, BPS, BRCS1, +BTD","RCS1, +BTDCS1, BYB5363",B53630 SAMB,SAMBATH M
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-3,"AB3-313 BAI, B","BAI, BPS, BRCS1, +BTD","RCS1, +BTDCS1, BYB5365",B53655 LIND,LINDA JOSEPH
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-3,"AB3-313 BAI, B","BAI, BPS, BRCS2, +BTD","RCS2, +BTDCS2, BYB5365",B53655 LIND,LINDA JOSEPH
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-4,"AB3-403 BAI, B","BAI, BPS, BRCS1, +BTD","RCS1, +BTDCS1, BYB5475",B54759 SRIM,SRIMATHI C
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB3-5,"AB3-507 BAI, B","BAI, BPS, BRCS2, +BTD","RCS2, +BTDCS2, BYB5475",B54759 SRIM,SRIMATHI C
BACSE106 Oper,Operating Systems ELA,ELA 0,0 0,0 2,2 0,0 1,1 AB1-2,"AB1-208 BAI, B","BAI, BPS, BRLS5,+ BLD6","RLS5,+ BLD6S, BYB5091",B50916 RENU,RENUKA DEVI S
BACSE106 Oper,Operating Systems ETH,ETH 3,3 3,3 0,0 0,0 3,3 AB1-6,AB1-609 SENS,SENSE C1+T,C1+TC1 5224,52244 LOGE,LOGESH R
